reviews.text,reviews.rating,sentiment,cleared_text
Are used to lick my lips causing them to become extremely dry with a dark ring around my mouth and my lips peeling . My cousin suggested that I try Carmax this has been years ago . I now carry Comex everyplace I go it's in my car in my purse beside my bed I can't be without it it has become my best friend my lips are no longer dry sore or cracking I would recommend this product to everyone my 15-year-old nephew man uses it because he was experiencing the same problems I had it he no longer has that problem thank you,5.0,positive,used lick lip causing become extremely dry dark ring around mouth lip peeling cousin suggested try carmax year ago carry comex everyplace go car purse beside bed cant without become best friend lip longer dry sore cracking would recommend product everyone yearold nephew man us experiencing problem longer problem thank
"I've used the Carmex Original in the Lip Balm Jar for as long as I can remember, ever since someone introduced it to me either in late elemtary or middle school. So many many memories are associated with this simple little product that has grown up with me for 34+ years! I love how it's never really changed except for some minor changes to the jar during those years until now these genius additions to the line that has only made it better.thank you Carmex for being there being such an important part of my ever changing life!",3.0,positive,ive used carmex original lip balm jar long remember ever since someone introduced either late elemtary middle school many many memory associated simple little product grown year love never really changed except minor change jar year genius addition line made betterthank carmex important part ever changing life
"I can't even tell you how many years I have been using the Carmex tub, but I will never use anything else. I LOVE CARMEX!!!!!!!! I am totally addicted to it and my lips are always so soft. I put it on every night before bed and my lips are good the whole day. I have tried so many different products for chapped lips and this is by far the absolute best product on the market!!!!!! The price and quality of the product are incredible. The other ones out there don't work and cost too much money. Keep it up guys, I love you!!!!!!!",5.0,positive,cant even tell many year using carmex tub never use anything else love carmex totally addicted lip always soft put every night bed lip good whole day tried many different product chapped lip far absolute best product market price quality product incredible one dont work cost much money keep guy love
"I have been using Carmex in it's familiar pot since high school. I remember it like yesterday. The girls gathered in the ladies room between classes to gossip, giggle, brush our hair and put on Carmex to soften our lips. We had to be ready just in case the cute boy we crushed on spoke to us. We wouldn't be kissing in class, but, we followed the ritual so our lips would be perfect. I still love the feeling of it on my lips and taking that 1st inhale, that makes your lips tingle and your thoughts travel to a sweet memory.",5.0,positive,using carmex familiar pot since high school remember like yesterday girl gathered lady room class gossip giggle brush hair put carmex soften lip ready case cute boy crushed spoke u wouldnt kissing class followed ritual lip would perfect still love feeling lip taking st inhale make lip tingle thought travel sweet memory
"I love keeping a jar at home for use before bed or if I need it during the night. I also keep a jar for each of my kids especially during the winter, when lips get chapped the most. They lick their lips and cause that ring around the mouth that this product helps get rid of fast. They keep theirs by their beds in case they need it during night also. I like the how smooth it is and the scent is also very pleasant! My kids like the smell of it especially when having a cold, it seems to help them clear their nose better.",5.0,positive,love keeping jar home use bed need night also keep jar kid especially winter lip get chapped lick lip cause ring around mouth product help get rid fast keep bed case need night also like smooth scent also pleasant kid like smell especially cold seems help clear nose better
"I remember back when I was a small child, my father would always be on my case about putting Carmex on my lips because they were always so sore and chapped. Of course a 7 year old wouldn't care... Until the winter came. My lips were so chapped and I started getting cold sores all over my mouth. So I finally listened to my dad about putting Carmex on my lips. Ever since I started , I never stopped. Carmex Is such an amazing product ! My lips have never again got crusty and I haven't had a sore since elementary school.",5.0,positive,remember back small child father would always case putting carmex lip always sore chapped course year old wouldnt care winter came lip chapped started getting cold sore mouth finally listened dad putting carmex lip ever since started never stopped carmex amazing product lip never got crusty havent sore since elementary school
"I began using Carmex in high school. I had really bad acne and started an acne treatment that really dried my face and lips out. The dermatologist told me to use Carmex. I am now 50 years old and I still use it. I have to put it on in the morning after applying my makeup, and reapply several times throughout the day. Then after I have removed my makeup for the night and right before I go to bed, I reapply. I cannot go to sleep without it. My husband uses it almost as much as I do. Excellent product. Thank you.",5.0,positive,began using carmex high school really bad acne started acne treatment really dried face lip dermatologist told use carmex year old still use put morning applying makeup reapply several time throughout day removed makeup night right go bed reapply go sleep without husband us almost much excellent product thank
"When I open a jar of Carmex. I can't wait for the cooling smell it has. Soft as butter, goes on like silk. Protects my lips from wind, rain, and sun. I wear it to sleep to keep my lips moist and supple. I even use it in my nose when the house is dry to keep it loose and soft. I think Carmex is the best on the market. Low in price, high in quality. I've used it for many years. When my kids were little I would use it for cold sores and chapped lips and cheeks. Keep up the excellent work. Sincerely Tina d Utecht",5.0,positive,open jar carmex cant wait cooling smell soft butter go like silk protects lip wind rain sun wear sleep keep lip moist supple even use nose house dry keep loose soft think carmex best market low price high quality ive used many year kid little would use cold sore chapped lip cheek keep excellent work sincerely tina utecht
"I've been using the pot Carmex since the 70's! I have loved it all these years! Back in the day anyone we were with would say, can I use your Carmex It was the only lip protection referred to. Someone always had Carmex on them. After all these years, the pot Carmex has not lost it's fabulous-ness. There's just something about applying Carmex to your lips with your finger. Try it to see how smooth it glides on to all the right places for instant relief, and a healthy little shine to your lips.",5.0,positive,ive using pot carmex since loved year back day anyone would say use carmex lip protection referred someone always carmex year pot carmex lost fabulousness there something applying carmex lip finger try see smooth glide right place instant relief healthy little shine lip
"I have been using carmex for over 5 years because I get cold sores every year and I have used nexcare and abreava and those are way expensive too,and I noticed that those take a week for your cold sore to hear and so I tried the carmex and it's like gone in a day. I actually got a cold sore yesterday 8/31 and it's gone today. I told my daughter about it a while back because she had a sore and she even used it. I even recommend it to a lady at the store but I don't think she took my word for it.",5.0,positive,using carmex year get cold sore every year used nexcare abreava way expensive tooand noticed take week cold sore hear tried carmex like gone day actually got cold sore yesterday gone today told daughter back sore even used even recommend lady store dont think took word
"So, I bought my first Carmex three years ago I think, because I saw a friend had it. I just love it. I use it when I wake up, during the day when needed and before I go to bed. My lips haven't been dry in THREE YEARS!! How amazing isn't that I have used one of this jar, and I am halfway through the second one, so one and a half jar in three years - amazing. I also got the cherry one recently and I love the scent of it. Ah, this product is just perfect and I really recommend it to everyone!",5.0,positive,bought first carmex three year ago think saw friend love use wake day needed go bed lip havent dry three year amazing isnt used one jar halfway second one one half jar three year amazing also got cherry one recently love scent ah product perfect really recommend everyone
I have been using this particular Carmex product for several years. The Original lip balm jar has been a staple in my purse and in my 4 kids Christmas stockings every year for the past several years. Three of my kids are grown and they still want Carmex for Christmas. I give them several jars so they have it all year! This product keeps lips from chapping in the Minnesota cold and also from the Arkansas heat! ( I have lived several years in both states) I love this product so much!,5.0,positive,using particular carmex product several year original lip balm jar staple purse kid christmas stocking every year past several year three kid grown still want carmex christmas give several jar year product keep lip chapping minnesota cold also arkansas heat lived several year state love product much
"the name says it all... the original that started all of this CARMEX CRAZE!!! i don't know about all of you, but i graduated in 1997 CARMEX has been going strong for years, even since i was in school LOL love it can't live without it. ALSO, all the other CARMEX products flavors are TOTALLY AMAZING! i just figured i would go with the original because it is the single product that started these amazing products (that actually do their job do it properly) thank you CARMEX",5.0,positive,name say original started carmex craze dont know graduated carmex going strong year even since school lol love cant live without also carmex product flavor totally amazing figured would go original single product started amazing product actually job properly thank carmex
"If you never tried it, it's time for you to do it. Keep your lips moist and healthy",5.0,positive,never tried time keep lip moist healthy
"I'm going to do a review on the 1st product made by Carmex, because this one is the first one I have ever tried. It's what got me hooked on this Lip Balm where it all started. I tried this product when I was 12 years old, my lips were so chapped that it was so painful and red. As soon as my aunt and uncle purchased it for me, it stopped my pain right away and within a couple of days, it was gone. I have never had a problem with this product and as of today I still carry Carmex in my purse. A+ for this product made by Carmex and it's affordable. Thank you for making my life easier. Your 1 Fan Lia Anderson, from Flint, Mi",5.0,positive,im going review st product made carmex one first one ever tried got hooked lip balm started tried product year old lip chapped painful red soon aunt uncle purchased stopped pain right away within couple day gone never problem product today still carry carmex purse product made carmex affordable thank making life easier fan lia anderson flint mi
I grew up in a skating rink! That means I had multiple mothers and fathers watching out and over us! It also means I had multiple grandmothers that were willing to share their knowledge. This product is part of their knowledge! 30 years later and I am still using this product religiously. I keep it in my pocket. I keep it in my hunting backpack. I keep it in my truck console. I keep it on the nightstand! I mean this product is within reach 24/7! Not only does it help with crack and chapped lips. It also helps with cold sores! I now share my knowledge and love for this product every chance I get! Great great product!,5.0,positive,grew skating rink mean multiple mother father watching u also mean multiple grandmother willing share knowledge product part knowledge year later still using product religiously keep pocket keep hunting backpack keep truck console keep nightstand mean product within reach help crack chapped lip also help cold sore share knowledge love product every chance get great great product
always use this and it works a treat however there is a massive dent built in the bottom of the classic jar which makes it look like you are getting more for your money. The squeezie tube is better value for money - same price with more product,3.0,positive,always use work treat however massive dent built bottom classic jar make look like getting money squeezie tube better value money price product
"I've been using Carmex for the past two years. This product keeps your lips moist and smooth. I got to say that before I started using Carmex I normally used to get cold sores and other cold sore products did not help at all. I tried all of them, like Abreva and spent so much money on products like that and my cold sores took a long time to heal or got worse. My friend told me about Carmex, so I tried Carmex when I had the sores and I it was amazing how my sore was diminishing and was gone so quickly. I always keep Carmex in my bag, dresser, in my car. Definitely would recommend this product to friends and family.",5.0,positive,ive using carmex past two year product keep lip moist smooth got say started using carmex normally used get cold sore cold sore product help tried like abreva spent much money product like cold sore took long time heal got worse friend told carmex tried carmex sore amazing sore diminishing gone quickly always keep carmex bag dresser car definitely would recommend product friend family
"I am prone to severe chapped lips. If I don't use chap stick every day my lips dry out to the point that they crack and bleed. Unlike most chap sticks which work for a few hours then need to be reapplied (every 2 or 3 hours) the Carmex jar is long lasting. I can put it on twice a day (before work and before bed) and my lips are fine sometimes I can even get do fine using it just once a day if the weather isn't harsh. If its really cold or dry I still only need to use chap stick mid-day once when I use the carmex morning and night, which is a vast improvement. I love it. Added bonus the jar is my favorite color.",5.0,positive,prone severe chapped lip dont use chap stick every day lip dry point crack bleed unlike chap stick work hour need reapplied every hour carmex jar long lasting put twice day work bed lip fine sometimes even get fine using day weather isnt harsh really cold dry still need use chap stick midday use carmex morning night vast improvement love added bonus jar favorite color
"I bought my carmex jar about a month or so ago because I live in Georgia and it's so easy to get dry lips with this hot, dry weather! So, I decided to try it out! After one week my boyfriend and I both noticed changes and my lips are so soft now! He however doesn't like carmex do to the oily feeling and the taste to him is rather undelightful. However one day I left my jar in the car by accident and when I came back it was melted! The hear from outside actually fully melted it! But after bringing it inside it came right back to life and have had no problems with it. I was rather happy about that!",5.0,positive,bought carmex jar month ago live georgia easy get dry lip hot dry weather decided try one week boyfriend noticed change lip soft however doesnt like carmex oily feeling taste rather undelightful however one day left jar car accident came back melted hear outside actually fully melted bringing inside came right back life problem rather happy
"I've tried countless lip care products from countless brands across different price points, and nothing beats the Carmex Original Jar. It instantly soothes dry lips and regular application helps keep your lips looking and feeling great. This formulation is great to use year-round as it's emollient both in colder and hotter weather. Do yourself a favor and apply as liberally and as often as possible. You won't regret it.",5.0,positive,ive tried countless lip care product countless brand across different price point nothing beat carmex original jar instantly soothes dry lip regular application help keep lip looking feeling great formulation great use yearround emollient colder hotter weather favor apply liberally often possible wont regret
"I just brought this Carmex Lip balm because my lips are VERY Chapped and DRY and I LOVE it and it's cute little container that I can store pretty much anywhere.I have never used a lip balm as much as this one and have only had it for 2 days and I have already seen a improvement in my lip moisture and no other lip balm has shown that much improvement for me so soon.And I have stocked up and brought like 10 more to last me for a month I hope,but I might need more.But I like how it feels minty or refreshing on my lips.So I plan on sticking with your product because it's perfect for me :).",5.0,positive,brought carmex lip balm lip chapped dry love cute little container store pretty much anywherei never used lip balm much one day already seen improvement lip moisture lip balm shown much improvement soonand stocked brought like last month hopebut might need morebut like feel minty refreshing lipsso plan sticking product perfect
I have used carmex for many years but for a while i had forgot about it and it got pushed to the back of a draw. however recently i found it and remembered how moisturising it is on the lips and that great tingly minty feeling the balm gives you. i always have dry chapped lips but using carmex has allowed my lips to heal and make them feel soft. now i could not live with out it i have a jar in all of my bags and around my house and apply it multiple times a day and before bed i apply a generous amount to work as a lip mask over night to give me luscious lips in the morning.,5.0,positive,used carmex many year forgot got pushed back draw however recently found remembered moisturising lip great tingly minty feeling balm give always dry chapped lip using carmex allowed lip heal make feel soft could live jar bag around house apply multiple time day bed apply generous amount work lip mask night give luscious lip morning
"I am a lifelong Carmex user. Not only does it keep my lips from drying and cracking during the searing summer months and frigid winter months, but when I used to play in the marching band, it was an indispensable tool I would never go without. Playing a wind instrument in extreme weather conditions can be murder on your lips but Carmex's invigorating healing power kept my lips fresh, safe, and protected - even under the most punishing conditions. It doesn't wear off easily like some other brands and you can actually feel it healing your lips immediately.This stuff works miracles!",5.0,positive,lifelong carmex user keep lip drying cracking searing summer month frigid winter month used play marching band indispensable tool would never go without playing wind instrument extreme weather condition murder lip carmexs invigorating healing power kept lip fresh safe protected even punishing condition doesnt wear easily like brand actually feel healing lip immediatelythis stuff work miracle
"I've used this product in the pot for over 20 yrs til it came out in a tube, I've used the tube ever since. I've tried everything on the market and nothing works like it does. I still don't like the smell or flavor but I'm hooked. I've tried the cherry and didn't care for it at all. Have you every thought about vanilla or mint in the tube Because I find the vanilla in the stick to be the right smell/flavor but I don't like the texture and it doesn't last like the original on your lips. Thank you I have tube all over my house and everywhere I go. If not I have to stop and buy some.",5.0,positive,ive used product pot yr til came tube ive used tube ever since ive tried everything market nothing work like still dont like smell flavor im hooked ive tried cherry didnt care every thought vanilla mint tube find vanilla stick right smellflavor dont like texture doesnt last like original lip thank tube house everywhere go stop buy
This product is awesome! My nose and lips were raw from a nasty cold. Carmex soothed and healed this severe chapped skin in seconds! I was looking for a product with the healing product of lanolin and was pleased to find it is the second main ingredient! Thanks to carmex I'm back to feeling great!,5.0,positive,product awesome nose lip raw nasty cold carmex soothed healed severe chapped skin second looking product healing product lanolin pleased find second main ingredient thanks carmex im back feeling great
"I discovered Carmex Original Lip Balm more than ten years ago. Since then I've never used a different brand. The soothing difference is like night day. I am constantly recommending Carmex lip balm to all my friends even acquaintances that display an immediate need to get some relief from chapped lips cold sores, as I know beyond a reasonable doubt that I end up a Hero! Without exception they love it, too can't believe they've just discovered it. I always have an unopened/unused tube with me that I then give to the newest convert! The love is overwhelming! Thanks Carmex.",5.0,positive,discovered carmex original lip balm ten year ago since ive never used different brand soothing difference like night day constantly recommending carmex lip balm friend even acquaintance display immediate need get relief chapped lip cold sore know beyond reasonable doubt end hero without exception love cant believe theyve discovered always unopenedunused tube give newest convert love overwhelming thanks carmex
"I've exclusively used carmex for 36 yrs! It's the last thing i do before going to bed at night! My lips have not been chapped once in all those years! There soft and supple always! I prefer the original pot over all the other Carmex, not only is it on my bedside table but in my purse, it's always with me! I've three daughters that use it before going to sleep at night, and it is with them everyday of the year also! All I can say is that it is simply the best lip product ever!!! I recommend it always when someone has chapped or dry lips or just want smooth soft lips always!",5.0,positive,ive exclusively used carmex yr last thing going bed night lip chapped year soft supple always prefer original pot carmex bedside table purse always ive three daughter use going sleep night everyday year also say simply best lip product ever recommend always someone chapped dry lip want smooth soft lip always
"You don't know how lucky you are to have carmex lip balm in a jar..... I came to Texas from miles away to find lips here are spoiled every day. They are being moistened with a balm that makes my red and inflamed lips, super calm. Plesant aroma that is second to none, and pretty soon you will have yours all gone. Not to fear tho carmex lip balm in a jar, cuz everyone here knows who you are! Just ask and you will see who has that balm takes only seconds and its in YOUR lucky little palm! I love carmex lip balm, never fails to heal my lips and keep them soft and moist!!!",5.0,positive,dont know lucky carmex lip balm jar came texas mile away find lip spoiled every day moistened balm make red inflamed lip super calm plesant aroma second none pretty soon gone fear tho carmex lip balm jar cuz everyone know ask see balm take second lucky little palm love carmex lip balm never fails heal lip keep soft moist
"This is the ONLY product that heals cold sores completely! I had never had a cold sore before, but a few weeks ago, there it was. I went to the pharmacy and bought an expensive medicine specifically for cold sores. Not only did it not work, but actually made my lips itchy. As I have been using Carmex for years for my dry and chapped lips, I thought, okay, I'll give it a try on this cold sore! Like magic, it's gone! This is a phenomenal product, and I am super grateful to the people at Carmex for consistently making high quality products. From my lips I say, THANK YOU!",5.0,positive,product heals cold sore completely never cold sore week ago went pharmacy bought expensive medicine specifically cold sore work actually made lip itchy using carmex year dry chapped lip thought okay ill give try cold sore like magic gone phenomenal product super grateful people carmex consistently making high quality product lip say thank
"I found this product back in the 1980's. I walked into my local drug store looking for something that would work better on chapped lips fever blisters. My go to was Chap Stick before finding Carmex. I found Carmex to be so soothing restorative for my lips. I use it under lipstick or by itself everyday. For me, it keeps fever blisters manageable if I get one. Super moisturizing in any weather. I never leave home without one form of it in my pocket or handbag. This lip balm jar is my go to now before bed. Please never change your product, it works it works well!!",5.0,positive,found product back walked local drug store looking something would work better chapped lip fever blister go chap stick finding carmex found carmex soothing restorative lip use lipstick everyday keep fever blister manageable get one super moisturizing weather never leave home without one form pocket handbag lip balm jar go bed please never change product work work well
"My sisters used to use this all the time! They ran through jar upon jar of it as I was growing up! Considering I was a good 10 years younger than them, I just thought they were weird teenagers, but when I turned 14, I was on the swim team at school, and the other girls were using it for their chapped lips, we had horribly dry lips due to the constant lap swimming we did in all weather 4 times a week, and after 3 days we had amazing lips! This stuff is the real deal! The girls who didn't use Carmex were looking a little raw faced at our trials, we used it even on our cheeks to help with windburn, and it was phenomenal for elbows too! It really does work for everything, and now I know why we had so many empty tiny yellow jars everywhere!",5.0,positive,sister used use time ran jar upon jar growing considering good year younger thought weird teenager turned swim team school girl using chapped lip horribly dry lip due constant lap swimming weather time week day amazing lip stuff real deal girl didnt use carmex looking little raw faced trial used even cheek help windburn phenomenal elbow really work everything know many empty tiny yellow jar everywhere
"After many years of using various other lip balms, discovering Carmex was a game changer. I will never use another lip balm.",5.0,positive,many year using various lip balm discovering carmex game changer never use another lip balm
"When I bought the new carmex that's in a pkg, rather than how they used to sell it in an open box..I noticed that it went up in price. Not a big deal, since that happens with time, everything seems to go up. But what I was upset about was that, even though it looks like the same jar, if you look underneath, the indentation goes up so far, that it is about half of what you used to get. I have an old glass jar, and compared to the new plastic one, the indentation on the bottom is at least half way up! Now I've noticed the ones that are not in pkgs, have a tight plastic sticker on the bottom to cover up that fact. I haven't bought any carmex since. I was going to email the company, but they sent me an email to review their product.",3.0,positive,bought new carmex thats pkg rather used sell open boxi noticed went price big deal since happens time everything seems go upset even though look like jar look underneath indentation go far half used get old glass jar compared new plastic one indentation bottom least half way ive noticed one pkgs tight plastic sticker bottom cover fact havent bought carmex since going email company sent email review product
"I have been using this for at least 3 and a half decades. and love it to death, my only complaint is that I actually miss the old glass containers it came in. Fortunately I still have one, and often fill it up with the contents from the new plastic container. while I know it is the same stuff as before, I really miss the white glass containers it came in. even though I know the new plastic containers are safer, I still like the nostalgia of those glass containers.",5.0,positive,using least half decade love death complaint actually miss old glass container came fortunately still one often fill content new plastic container know stuff really miss white glass container came even though know new plastic container safer still like nostalgia glass container
"Great Product better then Abreva, price is fair better then most products",3.0,positive,great product better abreva price fair better product
"Let me first start by saying that I have suffered from severe chapped lips for as long as I can remember. I literally layers of skin peeling off from my lips little by little. Suffice to say, it can be quite painful. While I visited my doctor, I brought up my issue and he commanded Carmex. I was a bit skeptical but I went for it anyways. I have tried so many remedies before to no avail...so why not another attempt...Well, let me tell you this is my very last attempt because Carmex has improved my condition tremendously. It is not only soothing and moisturizing but helped with the peeling and the chapped lips. Now my lips are baby soft, supple and stays hydrated for long hours. I could not ask for a better lip balm!",5.0,positive,let first start saying suffered severe chapped lip long remember literally layer skin peeling lip little little suffice say quite painful visited doctor brought issue commanded carmex bit skeptical went anyways tried many remedy availso another attemptwell let tell last attempt carmex improved condition tremendously soothing moisturizing helped peeling chapped lip lip baby soft supple stay hydrated long hour could ask better lip balm
"My wife bought this cream a few month ago and to be honest I was under the impression that it would be like all the other balms. Oh boy was I wrong! This little wonder balm is the cure to my chapped limps and the cure to my cold sores. YES cold sores. In fact it beats all other cold sore medication out there. When I use regularly, meaning I don't lose my jar like I often do, it prevents chapped lips and cold sores from reappearing. Plus I love the tingling sensation you get after you apply it. I recommend it to all my friends. Now that I found this product, my pharmacy does not carry it anymore. Now I have to find another place to get it! With the help of the website I think I found a solution. Thank you CARMEX.",5.0,positive,wife bought cream month ago honest impression would like balm oh boy wrong little wonder balm cure chapped limp cure cold sore yes cold sore fact beat cold sore medication use regularly meaning dont lose jar like often prevents chapped lip cold sore reappearing plus love tingling sensation get apply recommend friend found product pharmacy carry anymore find another place get help website think found solution thank carmex
Ever since I was little I have used carmex as my go-to chapstick. I love everything about it and I could never find a better lip balm. It's not just something to put on your lips when your lips are dry it also works wonders if your lips are cracked or hurting from being too dry. This product is a must have in your purse at all times! LOVE LOVE!!!!,5.0,positive,ever since little used carmex goto chapstick love everything could never find better lip balm something put lip lip dry also work wonder lip cracked hurting dry product must purse time love love
"I purchased this delightful little jar approximately two weeks ago, in preparation for the impending winter months, and the inevitably chapped and cracked lips. In the vast world we all live in today, we are often overwhelmed by the HUGE number of choices we are faced with every day, even when it comes to something as simple as which chap stick we want to purchase. I can't thank Carmex enough for forever making this little choice easier for me by creating a lip balm that is by and far above the rest. Their simple yet elegant design combined with their no nonsense, get the job done formula make this the obvious choice for anyone looking to have healthy, happy lips throughout the holiday season.",5.0,positive,purchased delightful little jar approximately two week ago preparation impending winter month inevitably chapped cracked lip vast world live today often overwhelmed huge number choice faced every day even come something simple chap stick want purchase cant thank carmex enough forever making little choice easier creating lip balm far rest simple yet elegant design combined nonsense get job done formula make obvious choice anyone looking healthy happy lip throughout holiday season
"My lips are almost ALWAYS chapped without Carmex. I've had dry and chapped lips for so long and I've tried everything: Blistex, EOS, Chapsticks, Lucas' PawPaw and even medicated lip ointments. I recently picked up a Carmex over an 'instinctual urge' and I don't think I've ever looked back since. Carmex does wonders for my lips. They're so smooth and soft now - even my boyfriend has commented on them! The consistency is just right, not too thin and not too thick. I've found with Lucas' Pawpaw, it's only good for chapped lips and Blistex and EOS only gives me a thin layer of lip balm. I like to apply lip balm before I sleep because my room sits at a cool 11 degrees celsius. I find that because of the consistency, Carmex really absorbs and heals your lips while you sleep. Blistex leaves a thin coating on my lips when I wake up whilst pawpaw doesn't absorb very well either and sometimes dries out my lips even more. I recommend this little tub of goodness to everyone and anyone who is looking for a great lip balm or lip remedy. I've only needed to apply it 3-4 times daily, and I have extremely dry and chapped lips from my medication and it works wonders for me. I really love my little tub of Carmex and it's by far one of the best lip remedies I've picked up - at such an affordable price as well!",5.0,positive,lip almost always chapped without carmex ive dry chapped lip long ive tried everything blistex eos chapsticks lucas pawpaw even medicated lip ointment recently picked carmex instinctual urge dont think ive ever looked back since carmex wonder lip theyre smooth soft even boyfriend commented consistency right thin thick ive found lucas pawpaw good chapped lip blistex eos give thin layer lip balm like apply lip balm sleep room sits cool degree celsius find consistency carmex really absorbs heals lip sleep blistex leaf thin coating lip wake whilst pawpaw doesnt absorb well either sometimes dry lip even recommend little tub goodness everyone anyone looking great lip balm lip remedy ive needed apply time daily extremely dry chapped lip medication work wonder really love little tub carmex far one best lip remedy ive picked affordable price well
"I was introduced to this product back in the 80's and this is yet by far the BEST product that I have used and will ever use. It keeps my lips moist and supple. I go out of my way when my pharmacy that I shop does not have my product. However I have learned now for years is to STOCK up, and that is exactly what I do. Thanks to CARMEX for this unique and exquisite product. I'd love to be entered into a commercial if you'd allow me. (SMILE)! I recommend this to all I encounter. Lastly, you have gotten a bit expensive and really there was no need. People who have used your product know QUALITY, but I think your prices are getting a bit profuse, Nonetheless I do stand by you 120",5.0,positive,introduced product back yet far best product used ever use keep lip moist supple go way pharmacy shop product however learned year stock exactly thanks carmex unique exquisite product id love entered commercial youd allow smile recommend encounter lastly gotten bit expensive really need people used product know quality think price getting bit profuse nonetheless stand
Excellent for dry cracked lips. Great product. Love it.,5.0,positive,excellent dry cracked lip great product love
"I started using carmex when I moved back home to Chicago in 1979. A co-worker at the Hospital turned me onto Carmex. She told me it was a staple for Winters in Chicago. I have used it ever since and I live in the Southeast now. It's not just good for sore chapped winter lips it's perfect for surfing, a lipstick base or gloss, or just dry lips. Believe me, just ask my Hubby, I have jars in all my cars and my purses and stashed everywhere so it's always handy. I've traveled the World with my Original Carmex in the jar. Carmex has been with me to Mexico, Jamaica, the Bahamas, and all over the USA. I turn everyone on to Carmex that I spark conversation with while traveling !",5.0,positive,started using carmex moved back home chicago coworker hospital turned onto carmex told staple winter chicago used ever since live southeast good sore chapped winter lip perfect surfing lipstick base gloss dry lip believe ask hubby jar car purse stashed everywhere always handy ive traveled world original carmex jar carmex mexico jamaica bahamas usa turn everyone carmex spark conversation traveling
"My mom would always keep this jar of Carmex stocked in our bathrooms and nothing else was used in our house. Well, I am all grown up now and I had run out of my beloved Carmex in a jar. Hubby came home with some other brand that was immediately thrown in the trash. He obviously did not understand my love for the familiar soothing scent, the way it immediately took care of my dry lips and the yellow cover with the white pot. I found it in the store. Picked up five.Checked out, in the car, tore into one of those wrappers, opened one of those pots and that familiar friend was back!! My chapped lips were slathered with the soothing lip balm once again!",5.0,positive,mom would always keep jar carmex stocked bathroom nothing else used house well grown run beloved carmex jar hubby came home brand immediately thrown trash obviously understand love familiar soothing scent way immediately took care dry lip yellow cover white pot found store picked fivechecked car tore one wrapper opened one pot familiar friend back chapped lip slathered soothing lip balm
"Beginning in about 3rd grade, (approx 1978) every fall I would be cursed w/ a HUGE reddish/purple ring around my mouth from having SEVERELY dry lips literally using my upper lower lips as my chap aid! Spending the afternoon w/ my grandmother, she stopped at a local pharmacy to buy me a tube of ChapStick the pharmacist helping her suggested that we try a new aid handed her a little yellow tin tub of Carmex suggested we try it! I used it non-stop for the next few days, and AMAZED my whole family w/ how well FAST Carmex did the job!!!!! I have used NOTHING ELSE ever since! My lips belong SOLELY to Carmex!!!!! MANY Thanks Carmex!",5.0,positive,beginning rd grade approx every fall would cursed w huge reddishpurple ring around mouth severely dry lip literally using upper lower lip chap aid spending afternoon w grandmother stopped local pharmacy buy tube chapstick pharmacist helping suggested try new aid handed little yellow tin tub carmex suggested try used nonstop next day amazed whole family w well fast carmex job used nothing else ever since lip belong solely carmex many thanks carmex
"I have been an avid user of Carmex in the pot for the last 40 years!! I was living in Wisconsin when I started using this product in high school in the 70's. I then moved to Florida and they did NOT have Carmex in the state of Florida. I was distraught and had to have my mother send me shipments of carmex so I could survive. I have a pot of carmex in every room of my house, my car, my purses -- EVERYWHERE!!! I have tried all of the other lip products out there and the ONLY one I find absolutely reliable everytime is Carmex. My lips have stayed so soft for so many years and I never have chapped lips. Carmex is the best thing since sliced bread!",5.0,positive,avid user carmex pot last year living wisconsin started using product high school moved florida carmex state florida distraught mother send shipment carmex could survive pot carmex every room house car purse everywhere tried lip product one find absolutely reliable everytime carmex lip stayed soft many year never chapped lip carmex best thing since sliced bread
"I have used Carmex Original Lip Balm, in the little round jar, for many years and it has always come through for me! There are not many products out there, that I have found, that work consistently and do exactly what they claim to do, but this one does. At the first hint of a cold sore, I grab the Carmex as quickly as I can. and apply it. It stops the cold sore from progressing and heals what is trying to pop out. If I can't find my little jar, I panic and hurry to the store to buy another one. (No one wants to go around with an ugly cold sore!) I've always thought it amazing that a product that works so well, would be so affordable!",5.0,positive,used carmex original lip balm little round jar many year always come many product found work consistently exactly claim one first hint cold sore grab carmex quickly apply stop cold sore progressing heals trying pop cant find little jar panic hurry store buy another one one want go around ugly cold sore ive always thought amazing product work well would affordable
"I got my Carmex the first time I started having really chapped lips and it works wonder when taking this acne medication called Roaccutane which causes lips to be dehydrated. The orange flavor liquid lip conditioning tube has worked wonders for me these days, I also used the original jar but right now I don't remember where I put it so I haven't used it. From what I remember it has a nice refreshing scent and also calms your lips from burning due to the extreme dryness.",4.0,positive,got carmex first time started really chapped lip work wonder taking acne medication called roaccutane cause lip dehydrated orange flavor liquid lip conditioning tube worked wonder day also used original jar right dont remember put havent used remember nice refreshing scent also calm lip burning due extreme dryness
